matematicas,lectura_critica,ciencias_naturales,sociales_ciudadanas,ingles,dimension_1_logico_matematico,dimension_2_comprension_comunicacion,dimension_3_pensamiento_cientifico,dimension_4_analisis_social_humanistico,dimension_5_creatividad_innovacion,dimension_6_liderazgo_trabajo_equipo,dimension_7_pensamiento_critico,dimension_8_adaptabilidad_aprendizaje,area_conocimiento
364.8,327.4,373.3,259.1,232.5,4.3,3.6,3.1,1.7,4.7,2.7,4.4,2.6,9
371.1,263.8,157.0,186.6,279.0,4.4,2.8,1.7,1.2,1.4,3.9,4.1,2.1,2
196.3,327.7,324.8,292.6,282.0,1.0,3.7,4.4,2.9,1.2,4.3,2.4,4.4,13
323.2,415.3,168.6,261.3,284.7,3.0,3.8,1.9,1.8,3.3,3.8,4.2,3.4,29
184.4,333.6,233.7,190.0,234.1,2.9,3.6,1.6,1.1,2.6,3.9,3.6,3.0,29
253.8,388.9,333.0,265.1,287.3,1.8,4.0,4.3,2.9,1.5,4.9,2.8,3.6,13
237.7,438.6,172.6,381.8,222.6,2.0,4.3,1.0,4.6,4.7,2.7,2.7,4.0,17
196.5,360.4,330.9,323.1,224.6,2.6,4.6,4.0,4.5,1.2,2.6,2.8,4.7,14
405.5,244.8,269.2,270.1,310.2,4.2,2.2,3.4,2.1,2.0,3.6,4.4,3.5,11
400.2,213.0,249.3,377.8,267.0,4.3,2.8,1.5,2.4,1.9,4.5,4.1,5.0,1
245.4,417.9,208.1,277.7,389.1,1.3,3.9,1.6,4.2,1.1,2.4,3.1,3.2,28
280.4,375.7,251.1,266.0,315.4,3.1,2.6,2.9,2.2,2.4,3.1,2.7,2.6,6
395.6,237.6,462.9,209.7,334.2,4.5,2.6,4.5,1.0,1.0,2.5,1.8,3.5,26
219.4,245.2,401.6,450.2,215.7,1.0,3.3,4.1,3.9,1.2,3.3,4.1,5.0,24
317.5,362.9,225.2,329.8,341.0,3.4,4.2,2.1,4.2,2.2,5.0,3.1,2.9,19
232.7,394.4,206.1,231.9,238.3,1.1,3.6,1.4,2.6,4.9,2.0,4.7,2.4,20
429.1,267.7,396.6,431.3,243.9,4.6,2.5,4.4,4.5,1.1,3.5,3.7,3.4,25
372.6,203.2,300.9,204.7,219.3,4.6,3.1,3.9,1.9,2.3,2.4,3.3,4.6,27
229.7,459.5,224.2,164.0,335.0,1.2,4.0,2.0,2.4,4.2,2.5,2.4,2.7,21
261.3,203.1,264.6,219.7,150.0,2.6,3.6,2.9,1.9,2.8,2.7,3.0,2.7,4
202.3,417.6,210.2,293.7,303.3,1.6,4.1,1.5,3.2,4.1,3.3,3.3,3.8,21
235.8,294.6,197.5,351.1,252.6,3.0,4.4,1.3,4.6,1.2,4.9,2.7,3.3,19
269.5,411.4,193.8,265.8,374.6,1.0,4.5,1.0,4.4,1.3,2.9,2.1,2.3,28
279.1,172.8,261.1,265.5,291.9,2.9,1.9,2.6,3.3,2.9,2.6,2.8,3.0,5
295.8,262.6,345.3,286.9,266.8,4.0,2.3,4.2,1.6,1.7,2.1,4.0,2.5,12
384.7,238.7,176.4,385.1,200.2,4.9,2.0,1.0,2.6,1.2,4.2,5.0,5.0,1
238.9,383.9,203.1,175.8,272.2,2.2,3.5,1.7,2.9,4.3,3.0,3.3,3.8,21
153.2,391.7,397.3,262.0,280.7,1.5,4.2,4.1,2.0,1.0,5.0,3.0,4.2,13
310.3,281.2,233.6,209.8,229.8,3.3,3.1,2.2,1.9,2.0,4.9,4.3,3.9,11
384.3,241.6,430.1,205.9,213.4,4.7,2.3,3.7,1.5,1.5,3.1,2.7,3.9,26
362.2,234.4,211.3,302.9,224.6,4.5,2.6,1.8,2.6,1.0,4.6,2.4,4.2,25
364.3,388.9,283.4,433.1,239.2,1.6,4.3,4.1,1.7,4.0,3.2,4.3,3.8,21
210.2,308.4,363.6,282.1,262.7,2.5,4.2,3.8,2.4,1.9,4.2,3.1,4.5,13
305.1,250.2,245.0,430.2,238.5,3.5,1.5,1.7,2.6,2.2,4.5,4.4,3.3,1
214.5,400.9,203.1,244.5,321.9,1.8,4.9,1.5,1.5,2.8,4.1,4.5,2.6,29
278.5,330.9,194.3,373.2,224.0,1.8,4.5,1.5,4.1,1.8,4.2,2.8,2.8,19
291.5,333.3,244.2,326.7,273.5,2.4,2.8,3.0,2.6,2.2,3.0,3.2,2.9,4
239.4,368.9,150.0,250.2,222.7,2.3,4.6,1.0,1.6,2.9,3.9,4.7,2.6,29
255.7,229.4,243.9,236.2,205.3,3.8,2.4,2.6,3.0,3.2,2.7,2.5,3.1,6
209.0,405.5,265.8,395.9,280.0,1.7,3.5,1.5,5.0,2.9,3.4,4.5,3.6,18
379.4,249.3,425.1,196.7,266.3,3.7,2.3,4.7,1.8,1.2,2.6,3.2,4.2,23
204.3,367.7,175.3,322.2,244.4,1.7,4.7,2.2,4.0,2.4,2.2,4.5,4.1,18
297.3,274.8,374.4,336.5,328.6,1.0,3.3,4.3,4.0,1.0,2.9,4.3,5.0,24
263.7,263.6,261.1,301.6,260.4,3.3,3.4,3.3,2.5,3.4,2.8,2.8,2.9,6
385.4,238.9,205.7,311.7,276.8,4.2,3.2,1.7,2.7,2.1,4.3,3.8,4.2,1
405.5,280.3,172.7,322.6,224.6,4.6,2.3,1.1,2.7,1.0,5.0,4.7,4.2,1
254.5,326.7,353.6,348.9,270.3,1.1,2.5,4.4,4.5,1.4,3.2,4.2,3.8,24
358.8,279.8,443.1,197.1,291.7,4.3,2.5,4.1,2.4,1.9,2.8,2.8,4.8,26
433.8,215.3,315.7,187.7,225.9,3.1,2.5,3.3,2.0,1.9,2.3,3.9,2.4,9
393.8,260.0,204.6,210.2,319.0,3.1,2.5,3.9,1.3,1.5,3.4,2.5,4.1,27
312.1,276.5,248.9,153.1,252.2,4.3,2.7,3.9,1.3,1.3,1.8,1.9,4.8,27
201.9,381.0,184.1,253.3,337.4,1.7,4.9,1.0,2.6,4.5,3.4,2.8,1.9,21
186.6,414.1,176.3,258.4,287.8,1.7,4.5,1.4,4.9,2.8,2.2,4.6,4.4,18
239.7,341.8,233.5,292.8,238.0,1.4,4.1,1.4,2.7,4.2,2.9,3.2,3.0,21
411.6,212.7,452.2,183.1,268.0,4.0,2.3,2.9,1.7,1.6,2.9,4.5,1.9,12
222.4,407.0,332.9,336.1,297.0,1.5,4.9,4.4,5.0,1.3,3.3,2.5,3.8,14
285.2,353.7,253.8,233.9,319.2,2.3,4.7,1.2,2.9,4.2,2.9,4.2,3.2,20
339.0,251.1,397.6,271.4,268.1,3.9,2.1,3.9,1.1,1.0,2.5,3.3,4.3,26
322.3,328.0,219.1,333.0,330.5,4.3,3.1,1.6,2.7,1.4,4.2,4.5,3.9,1
407.7,302.2,381.9,181.8,288.7,4.4,3.1,4.8,2.1,1.3,3.2,2.5,4.0,23
352.1,212.9,213.0,390.0,218.2,3.5,2.3,1.9,2.8,1.5,4.1,5.0,5.0,1
326.5,290.5,338.9,227.1,254.0,3.6,2.3,3.6,1.7,1.6,2.3,3.9,4.5,8
320.8,283.2,229.7,285.3,196.8,3.1,2.4,2.8,3.1,3.1,2.8,3.1,3.0,4
292.8,267.4,227.1,200.5,262.6,2.4,2.3,3.3,3.1,2.3,3.8,3.3,2.7,4
150.0,252.1,355.4,374.1,264.8,1.3,1.9,3.4,4.5,2.0,2.8,3.4,3.5,24
379.1,312.4,429.4,260.0,278.8,4.8,3.0,4.9,1.3,1.3,3.1,4.6,3.1,9
304.4,360.9,274.1,242.7,301.9,3.2,4.1,1.3,1.6,2.9,4.5,4.3,2.7,29
189.1,265.8,183.4,218.4,298.6,2.6,2.7,2.3,2.7,2.5,2.6,2.1,2.1,5
219.7,405.7,230.5,373.1,209.6,2.1,5.0,1.3,4.3,1.7,4.7,2.7,2.3,19
415.7,276.8,344.2,186.4,239.5,4.2,2.4,4.1,1.2,1.4,2.5,4.6,4.9,8
190.4,239.1,325.4,394.4,325.7,1.8,2.7,3.9,3.3,1.5,2.5,3.8,3.5,24
279.6,219.2,328.4,237.0,194.1,4.0,2.6,4.2,1.6,1.9,2.9,4.3,3.2,15
428.2,210.4,343.2,207.2,257.4,4.0,2.7,4.2,1.6,1.7,1.9,3.8,2.1,10
252.6,336.5,180.6,385.5,273.6,1.0,3.8,1.2,3.6,3.4,3.2,2.6,3.6,17
228.3,277.8,250.6,372.3,252.1,1.0,4.9,1.2,5.0,2.8,3.0,5.0,3.8,18
323.3,200.9,350.6,212.7,221.4,4.2,2.3,4.5,1.1,1.2,2.8,2.8,4.2,23
254.2,431.8,269.7,429.5,280.1,1.5,4.4,2.1,4.1,2.5,5.0,3.1,4.4,16
245.4,407.5,190.4,299.9,245.4,1.1,4.1,1.4,2.4,4.1,3.6,3.1,3.0,21
249.9,280.1,238.3,234.5,269.6,2.4,2.7,2.5,2.7,2.1,2.7,3.2,2.4,4
322.8,341.8,210.7,397.7,281.5,2.8,4.0,1.3,4.1,1.5,4.1,2.9,3.1,19
238.4,414.3,165.7,319.6,288.8,2.4,4.2,1.0,4.6,1.7,4.0,2.2,1.8,19
192.7,280.4,179.2,235.5,231.7,3.4,4.5,1.0,1.0,3.2,4.1,4.6,2.5,29
209.4,307.9,231.2,266.8,330.6,1.8,4.1,1.2,3.6,1.9,2.9,2.4,3.1,28
379.9,273.7,358.6,215.5,243.6,4.7,3.2,4.4,2.0,1.2,2.2,4.5,3.0,9
150.0,361.2,255.9,302.0,330.1,1.7,4.0,1.6,1.9,3.8,3.1,3.4,3.1,22
326.1,271.1,214.2,284.6,231.5,4.4,1.8,1.3,2.4,1.7,4.4,2.4,4.2,25
383.2,293.1,208.4,400.1,233.8,3.8,2.1,1.0,2.6,1.3,4.7,3.5,4.3,1
301.8,284.5,303.8,280.8,338.9,2.5,3.1,3.4,2.8,2.3,3.0,2.3,2.6,5
200.4,235.3,352.7,376.0,205.6,1.0,3.2,4.6,4.4,2.3,2.6,4.4,4.6,24
350.6,265.8,211.7,394.8,192.3,4.6,2.9,1.8,3.0,1.1,4.8,4.3,5.0,1
337.5,224.1,395.1,251.9,218.2,4.9,3.1,4.8,2.1,2.2,2.6,4.2,3.1,10
357.3,194.6,197.2,215.1,255.2,4.2,3.0,3.9,1.5,1.6,2.3,2.6,3.8,27
250.2,209.0,254.2,250.2,181.2,2.5,2.3,2.9,3.2,2.5,3.1,2.2,3.7,3
372.2,286.0,386.8,218.0,257.2,4.3,1.6,4.5,1.6,2.0,2.3,2.1,4.6,23
389.3,219.6,200.6,199.7,182.2,4.1,2.8,1.3,1.7,1.1,4.0,3.7,2.7,2
376.1,268.3,217.3,275.5,198.7,4.0,2.7,2.6,1.7,1.6,4.1,3.8,4.0,11
267.2,216.3,241.1,238.9,284.8,2.4,2.4,2.6,2.6,2.8,2.6,2.6,2.8,6
370.0,298.9,243.8,178.1,251.1,4.7,1.9,4.4,1.5,1.0,3.0,1.8,4.2,27
384.2,262.3,310.2,181.9,295.1,4.5,2.6,2.4,1.5,1.0,3.9,4.2,2.2,30
369.0,274.2,385.9,159.4,211.9,4.9,2.1,4.6,1.0,1.1,2.4,4.3,2.5,12
258.2,329.1,202.7,282.5,250.5,3.2,4.0,1.4,1.0,2.1,4.1,4.0,2.2,29
248.6,339.7,186.8,273.0,405.8,1.0,4.2,2.1,4.6,2.2,2.3,1.8,2.9,28
328.6,200.4,326.7,195.8,232.3,3.9,2.8,3.4,1.0,1.6,2.6,2.8,3.8,23
223.5,359.9,372.5,220.4,214.0,1.5,4.6,3.8,2.2,2.2,4.1,2.2,4.4,13
227.9,276.9,448.2,413.3,244.7,1.5,2.8,4.4,4.3,1.0,2.9,4.0,3.8,24
335.7,277.6,250.7,186.5,335.8,4.6,3.0,1.3,1.3,1.4,4.5,4.1,3.7,2
413.1,258.8,391.6,330.0,231.2,4.9,2.3,4.8,1.6,1.0,2.1,3.1,4.4,23
291.9,265.5,239.7,263.4,256.5,2.8,4.7,1.0,1.3,2.7,2.7,4.4,2.5,29
311.0,379.2,267.3,404.5,223.8,2.2,4.4,1.5,4.5,2.1,4.6,3.0,4.3,16
237.6,379.2,209.8,254.1,246.9,2.8,5.0,1.1,1.0,2.8,4.1,4.9,2.4,29
315.5,267.3,237.8,226.6,252.5,4.5,2.2,2.6,2.0,2.1,2.2,3.3,4.0,11
270.3,265.1,260.2,304.0,278.5,2.8,2.7,2.8,3.1,3.1,3.3,3.5,3.2,4
394.0,288.9,294.5,236.0,334.4,4.6,2.6,2.7,1.8,1.6,4.5,4.4,2.7,30
253.5,357.0,313.7,288.1,207.4,2.0,4.5,2.3,3.1,4.5,3.1,3.5,2.6,21
379.7,275.6,270.8,216.7,309.4,3.9,2.0,3.7,1.0,1.6,3.1,2.4,3.8,27
201.5,348.0,192.5,216.2,269.0,1.3,4.8,1.4,2.6,4.3,2.1,2.5,3.0,21
257.9,365.4,349.7,352.5,273.3,2.0,4.2,4.5,4.3,1.8,2.7,2.8,3.8,14
251.2,353.5,246.6,287.4,306.1,1.5,4.0,2.1,3.1,3.5,4.7,4.1,4.1,16
304.2,289.9,366.3,206.4,259.8,3.8,3.4,4.7,2.1,2.3,2.9,4.0,2.7,15
380.3,257.4,328.4,233.1,250.7,4.1,2.3,3.7,1.2,1.4,2.0,4.3,2.7,12
210.3,252.8,287.9,239.1,245.3,3.2,3.2,3.2,2.8,3.2,3.1,3.1,2.7,7
208.4,206.7,285.9,231.7,239.0,2.7,3.1,2.9,2.4,3.3,3.0,3.3,3.2,4
338.5,292.4,250.0,240.4,216.8,4.2,2.0,2.8,1.6,1.5,4.6,4.4,2.2,30
348.4,302.9,382.5,244.9,295.0,3.5,2.9,3.7,1.4,2.5,1.7,4.0,2.5,9
301.8,337.1,268.4,269.5,264.7,2.4,3.9,2.8,3.5,2.7,2.7,2.2,2.4,6
274.2,271.8,228.9,310.3,298.1,2.7,3.3,3.5,2.9,2.9,3.4,2.9,2.9,6
364.3,265.4,271.7,210.0,271.8,3.5,2.5,3.4,1.4,1.2,4.4,4.3,2.8,30
242.2,383.2,247.7,386.3,316.4,1.3,4.3,1.4,4.1,3.2,4.6,3.0,3.6,16
332.3,285.9,233.7,246.6,221.8,2.7,2.3,2.7,2.2,2.9,2.7,2.1,3.4,5
226.3,287.2,215.8,290.3,312.0,2.8,2.5,2.5,2.7,2.8,2.9,2.8,2.9,5
432.5,211.5,417.6,244.1,224.3,4.3,3.0,4.5,1.0,1.2,2.3,4.1,3.4,15
266.5,346.7,230.7,270.2,385.0,1.4,3.8,1.0,3.5,1.4,2.5,2.3,3.1,28
291.3,397.6,150.5,247.5,294.5,2.2,4.1,2.3,4.9,1.9,3.1,3.3,2.4,28
422.0,231.8,421.4,288.2,257.4,4.5,3.1,4.0,1.1,1.5,2.7,2.6,3.5,26
256.1,364.6,199.4,396.2,328.3,2.9,5.0,2.1,4.7,1.3,4.4,2.6,2.3,19
365.7,310.7,173.7,393.2,232.5,4.2,3.4,1.8,3.4,2.8,3.5,4.7,4.5,1
364.1,315.6,378.4,190.8,258.2,3.7,2.7,4.9,1.7,1.5,2.4,3.1,4.2,23
305.9,309.9,306.6,249.1,261.3,2.5,3.2,2.2,2.1,3.3,2.8,2.5,3.8,6
229.9,367.1,208.5,262.4,271.9,2.0,3.4,2.1,2.2,4.2,2.6,3.7,2.7,20
221.5,319.5,212.5,270.0,280.1,1.6,3.6,1.0,1.9,4.4,2.6,2.5,2.8,21
438.8,293.8,174.6,298.4,275.9,4.3,3.2,2.8,1.5,1.2,3.7,3.7,4.2,11
245.4,331.6,261.3,410.2,199.6,1.3,4.7,1.0,3.3,2.7,3.1,3.3,3.8,16
441.4,236.7,192.2,392.8,241.9,3.5,2.6,1.6,2.7,1.0,4.5,4.6,3.8,1
362.1,344.2,370.4,274.1,225.2,3.4,2.7,4.0,2.0,4.8,2.8,4.4,2.2,8
312.6,314.8,400.7,368.6,250.1,4.1,4.2,3.5,5.0,1.5,2.3,3.6,2.1,12
364.6,235.3,271.6,265.8,304.5,4.8,2.2,1.8,2.7,1.9,4.4,2.9,4.3,25
264.3,414.9,168.9,192.7,374.0,1.2,4.3,1.0,4.7,1.6,2.8,2.7,2.1,28
259.3,401.2,390.3,381.2,227.2,1.8,4.2,4.1,4.7,1.0,3.8,1.9,4.7,14
368.6,255.5,206.5,209.1,279.5,4.1,2.7,1.3,1.2,1.0,3.2,4.4,2.3,2
161.8,347.2,249.1,240.8,308.9,1.5,4.1,2.1,3.0,4.0,2.9,3.1,2.8,21
172.8,458.4,403.0,283.4,299.9,1.0,3.7,4.0,2.1,1.0,4.4,2.0,4.2,13
349.9,255.5,178.3,166.8,284.2,4.7,3.0,1.8,2.0,1.9,4.3,4.2,3.5,2
394.5,321.3,406.0,177.5,305.3,3.8,2.2,4.0,1.3,1.0,2.3,4.0,3.5,9
367.2,308.3,369.5,222.0,238.3,4.1,2.6,4.2,1.3,1.4,2.4,1.7,4.2,23
180.3,332.9,388.7,238.6,304.9,1.7,4.6,3.3,2.7,1.5,4.5,2.2,4.4,13
326.9,304.0,208.9,302.4,265.9,4.0,2.6,2.9,1.9,2.1,4.3,4.0,3.8,11
232.1,355.4,193.2,309.8,253.5,1.7,3.8,2.0,4.7,3.6,4.2,2.7,4.8,16
224.5,392.8,207.3,244.9,289.2,1.8,3.9,1.4,3.2,4.0,3.7,3.9,2.9,22
321.0,291.1,191.4,277.2,190.8,3.2,2.3,1.7,2.2,1.0,4.4,2.4,4.6,25
410.6,274.0,359.6,246.4,259.8,3.9,3.0,4.5,1.3,1.4,2.9,4.2,2.9,9
206.3,381.6,421.2,407.0,313.9,1.8,4.4,4.1,4.6,1.5,3.4,2.7,5.0,14
223.9,355.8,189.8,216.1,189.0,1.6,4.1,1.8,2.3,4.1,2.3,3.8,2.7,22
226.7,374.7,414.6,357.1,305.4,1.1,5.0,4.3,4.7,1.5,2.8,2.6,4.2,14
272.8,382.6,188.8,322.1,256.7,1.8,4.5,1.0,1.8,2.7,4.2,4.4,1.8,29
187.0,366.6,183.8,335.8,227.7,1.6,3.6,1.4,3.9,2.5,4.3,2.0,4.1,16
342.1,282.4,281.7,199.2,298.4,4.5,2.6,4.6,1.6,1.3,1.9,4.7,4.3,8
187.3,356.0,349.4,383.8,272.9,1.7,3.6,4.3,3.8,1.7,2.8,2.7,4.6,14
213.9,234.3,231.7,233.3,299.6,3.5,2.8,3.5,3.3,3.3,2.7,2.9,3.5,7
301.0,329.9,195.3,304.7,240.3,1.0,3.6,1.0,3.2,3.9,3.3,3.7,2.3,20
173.3,407.4,206.9,239.3,226.0,2.5,3.7,2.0,3.1,4.2,1.9,3.2,2.7,21
415.8,361.8,380.9,400.9,206.0,4.0,3.6,1.3,3.8,1.6,4.1,5.0,3.9,17
218.6,324.3,155.0,307.4,317.9,1.0,3.4,1.4,4.3,2.4,3.0,4.1,4.1,18
386.4,287.2,211.2,224.4,299.5,5.0,2.8,1.3,1.9,1.6,4.1,5.0,3.3,2
247.4,327.4,185.7,368.2,237.6,2.2,3.2,1.9,4.3,1.4,2.8,2.4,3.1,19
195.5,276.6,371.7,292.2,263.8,1.7,4.4,1.4,3.3,3.5,4.4,2.7,3.9,29
158.1,319.6,205.9,231.5,275.5,1.5,4.1,1.5,3.2,4.0,2.9,4.1,2.1,20
421.1,292.4,405.5,203.6,252.0,4.1,2.3,4.1,1.0,1.0,3.0,2.6,4.5,26
399.6,295.4,366.3,231.2,239.0,5.0,2.7,4.5,1.2,1.3,2.3,3.8,4.7,8
221.0,356.6,163.8,225.0,238.4,2.5,4.5,1.6,1.3,1.3,4.6,4.1,2.5,29
212.5,330.5,201.9,371.6,366.9,1.2,3.7,2.5,3.5,2.5,4.0,2.6,4.4,16
244.5,377.3,276.2,297.6,277.8,2.0,4.4,1.1,1.9,4.3,2.6,2.5,3.2,21
378.6,176.7,343.7,219.4,214.1,3.8,1.8,2.3,1.7,1.6,4.7,4.0,2.7,30
180.7,333.3,243.2,224.3,318.9,1.6,4.4,1.3,2.2,4.6,2.2,4.7,3.0,20
293.7,379.9,216.3,426.5,213.5,1.3,3.9,2.3,4.4,2.9,2.6,2.9,3.3,18
374.1,299.1,325.4,241.6,251.5,4.4,2.6,3.6,1.0,1.1,3.3,3.5,4.6,8
412.2,316.9,265.8,225.5,270.5,3.4,3.0,3.1,1.3,1.3,4.8,4.8,3.7,11
384.1,302.0,233.2,235.4,298.8,5.0,2.7,1.2,1.5,1.1,4.3,4.7,2.6,2
192.7,336.4,186.6,251.2,258.3,2.9,2.6,2.6,2.7,3.2,2.3,3.3,3.6,5
263.8,249.1,264.8,293.0,251.1,3.1,3.1,2.7,2.8,3.1,2.2,2.2,2.8,4
343.7,238.8,356.3,256.1,247.9,4.2,3.4,3.9,1.6,1.2,2.7,2.6,4.5,23
207.6,361.7,424.9,196.7,272.6,1.0,4.3,4.4,3.2,1.2,4.2,3.0,4.4,13
217.5,259.5,252.3,279.1,240.7,2.5,3.4,3.2,2.4,2.4,3.2,2.7,2.7,5
367.7,295.5,384.4,199.8,286.9,4.4,2.4,4.4,1.5,1.9,3.2,4.1,2.5,10
203.7,374.0,183.1,412.3,229.2,2.1,4.0,2.2,3.5,3.5,2.8,3.0,3.8,17
214.5,291.4,320.5,352.6,214.0,1.8,4.2,3.9,3.5,3.3,2.8,5.0,2.4,18
352.4,264.8,415.8,211.8,215.0,3.5,2.3,3.9,2.3,1.9,2.2,3.1,2.9,15
186.7,421.6,266.9,289.5,375.9,1.0,4.0,1.2,4.3,1.4,3.1,2.4,2.6,28
293.6,305.6,319.0,232.4,285.2,3.7,3.4,3.4,2.9,2.8,2.6,3.1,3.2,6
363.9,245.7,243.8,337.9,283.1,4.7,3.1,2.1,2.1,1.6,4.3,3.9,4.0,1
217.8,334.4,203.5,265.4,347.4,1.6,3.7,1.0,3.7,4.0,2.9,4.2,2.3,22
372.5,224.1,391.8,193.1,233.5,3.9,3.0,4.0,1.1,1.5,2.7,3.7,2.0,9
265.0,375.3,206.6,404.7,311.1,1.4,4.1,1.9,4.0,4.1,1.5,1.9,3.3,17
269.4,467.5,223.1,240.3,234.8,3.3,4.2,2.0,1.2,2.3,4.6,4.0,2.3,29
209.0,397.7,308.9,399.5,204.9,1.6,4.3,1.4,4.1,2.5,4.0,3.6,3.8,16
411.5,228.1,378.0,253.0,315.3,4.3,3.0,3.6,1.7,1.5,3.0,4.3,3.1,9
345.9,188.3,327.9,253.2,234.9,3.5,3.1,4.0,1.9,1.6,2.8,4.3,2.8,10
206.6,256.0,295.3,257.9,248.6,3.1,3.7,3.0,2.9,3.6,3.2,3.1,2.7,7
216.9,358.7,161.2,254.4,274.9,1.4,3.5,2.0,3.2,2.5,3.8,2.7,3.8,16
230.7,373.3,245.1,370.1,295.8,1.0,4.2,1.4,5.0,2.7,4.5,3.2,4.7,16
340.9,234.5,212.9,206.1,256.8,3.9,3.1,1.2,1.0,1.8,3.8,4.3,3.0,2
253.1,381.9,205.2,337.8,323.1,1.0,4.1,1.6,4.4,2.7,3.7,2.4,3.8,16
167.0,352.7,229.6,350.2,244.6,2.0,4.1,1.2,4.2,2.7,5.0,2.4,4.9,16
275.9,440.4,237.3,290.9,321.4,2.9,3.8,1.2,1.9,3.2,4.0,3.7,2.6,29
206.3,365.0,170.2,299.5,287.7,1.1,5.0,1.0,2.5,4.0,2.3,3.8,3.3,20
269.0,281.3,162.0,285.0,313.1,3.9,3.2,1.4,2.9,1.6,4.1,2.6,4.4,25
289.8,398.4,321.0,385.9,271.4,2.3,3.8,1.3,4.3,1.1,5.0,2.3,2.6,19
211.3,312.4,329.2,322.2,294.6,1.2,3.5,4.3,4.0,1.8,2.6,2.0,2.5,14
229.4,309.2,240.4,199.9,221.7,3.1,2.7,2.8,2.5,2.2,2.8,2.4,3.0,5
226.7,341.3,198.6,330.7,254.7,1.8,4.4,1.3,2.8,4.7,3.0,4.4,2.0,22
248.9,196.9,282.5,229.9,265.2,2.8,2.9,1.9,2.6,2.5,2.9,2.4,2.5,5
372.3,252.0,367.5,183.6,199.8,4.0,1.8,3.5,1.6,1.0,3.5,4.2,3.3,8
156.7,381.6,254.0,345.6,245.7,1.4,3.4,1.1,3.2,4.1,2.6,2.7,2.4,21
348.3,346.0,346.4,276.2,265.2,5.0,3.8,2.0,3.1,4.4,2.1,4.5,2.8,20
391.3,237.6,195.0,433.6,229.7,4.6,3.2,1.5,2.4,1.3,5.0,4.3,5.0,1
229.4,417.4,246.6,270.5,246.7,1.7,3.8,1.6,2.9,4.2,2.5,2.8,2.5,21
206.0,427.9,216.8,403.8,272.2,2.2,4.0,1.2,3.9,2.8,4.6,3.0,3.8,16
304.3,262.7,375.9,245.1,261.7,3.2,3.2,3.7,2.3,1.6,3.0,5.0,3.5,12
368.9,305.1,401.1,261.6,302.3,4.2,3.1,3.5,1.4,1.8,2.9,3.5,2.3,15
196.8,373.1,410.3,283.4,245.4,1.2,4.9,4.6,2.7,1.0,4.5,2.5,4.8,13
288.1,269.1,277.8,196.4,283.5,3.2,3.2,2.7,2.4,2.5,3.3,2.8,2.5,5
216.8,279.3,193.5,282.5,278.2,4.1,2.7,3.0,2.9,2.2,3.1,2.9,3.1,5
244.5,323.1,218.9,299.6,281.3,1.8,3.9,1.0,3.5,4.2,2.6,4.0,3.3,20
338.1,275.3,401.0,185.3,225.6,4.2,2.7,3.7,1.5,1.8,3.8,2.7,4.2,26
195.2,324.9,196.3,271.3,293.9,2.7,2.8,2.6,3.0,2.7,2.8,2.3,2.9,3
269.1,330.6,221.9,343.2,215.3,2.7,4.2,1.8,2.7,2.7,4.3,5.0,3.1,29
170.6,394.9,437.0,279.3,250.6,2.2,4.1,4.2,2.7,1.8,4.7,3.0,4.9,13
211.0,334.6,184.0,308.2,322.1,1.0,4.6,1.0,3.2,4.2,2.6,2.4,2.4,21
264.0,328.8,218.0,365.0,285.8,1.3,4.2,2.0,4.1,3.4,2.4,2.4,4.2,17
419.1,210.8,232.5,204.8,245.8,3.0,2.3,1.4,2.1,1.6,4.6,3.8,2.5,2
256.3,465.5,352.1,402.2,274.7,2.8,2.6,3.9,4.0,1.9,2.3,4.3,4.0,24
280.5,303.1,310.4,278.0,201.3,2.5,2.6,2.6,3.2,3.3,2.5,2.6,3.2,5
313.4,239.4,298.8,252.4,210.3,4.2,2.3,1.6,1.6,2.0,4.4,5.0,3.0,2
225.7,296.0,213.7,225.4,209.6,2.5,2.9,2.5,2.9,2.6,2.4,2.8,2.9,7
354.1,219.8,326.6,295.1,254.2,2.7,3.1,3.1,2.6,2.7,3.2,3.0,3.5,7
196.2,307.5,213.2,321.6,276.4,1.9,4.6,1.4,5.0,2.8,4.5,3.5,4.9,16
240.7,419.2,238.9,489.1,253.8,1.7,3.2,1.0,4.1,2.8,4.2,2.8,4.8,16
226.6,346.7,259.0,256.4,305.6,2.0,5.0,2.1,2.3,3.8,2.2,3.0,2.5,21
210.7,390.0,199.1,391.7,240.0,1.1,4.8,1.3,3.5,3.7,2.2,2.9,3.8,17
355.7,313.0,285.0,208.3,229.4,3.9,2.4,4.8,1.2,1.0,3.4,2.6,4.2,23
240.9,200.6,281.1,190.2,282.9,2.7,3.1,3.1,2.5,3.2,2.6,2.3,2.5,5
247.3,260.9,348.0,263.1,235.1,4.1,2.7,2.7,3.5,3.1,2.8,3.0,3.3,4
202.0,351.6,187.4,307.0,255.2,1.5,3.9,2.1,4.1,4.1,3.7,2.4,4.5,17
359.1,287.0,365.1,260.2,274.1,3.3,2.4,4.5,1.8,1.7,2.6,2.9,3.8,26
230.0,266.2,238.6,218.7,233.4,3.9,2.9,2.8,2.7,2.4,2.7,2.3,3.0,6
232.9,321.5,248.8,353.0,239.1,1.8,3.4,1.6,3.7,3.3,3.9,3.0,4.1,16
